1.019,-0.167,0.007,60.486,-74.402,20.508,-2.362,-65.385,162.867,1.386,1.115
0.994,-0.223,0.116,52.063,46.753,22.278,-2.208,-66.302,163.922,1.386,1.115
1.023,-0.224,0.363,61.646,59.082,32.166,-2.197,-65.374,165.02,1.386,1.115
1.021,-0.278,0.428,141.968,38.574,53.345,-2.175,-64.358,166.707,1.386,1.115
0.997,-0.197,0.612,129.028,51.941,57.495,-1.73,-63.572,169.189,1.381,1.137
0.863,-0.094,0.791,49.194,28.442,40.588,-1.774,-62.693,171.557,1.381,1.137
0.811,0.005,0.64,14.832,79.895,17.517,-2.384,-61.875,173.062,1.366,1.072
0.766,-0.018,0.538,33.936,76.355,21.667,-2.648,-60.298,173.721,1.366,1.072
0.835,-0.099,0.466,27.405,66.345,11.963,-2.626,-58.826,174.37,1.366,1.072
0.866,-0.08,0.418,-9.46,30.151,-0.854,-2.549,-57.706,174.617,1.374,1.079
0.851,-0.01,0.422,-9.827,-2.563,-10.62,-2.686,-57.316,174.468,1.374,1.079
0.83,0.01,0.457,-11.658,10.498,-18.066,-2.571,-57.365,174.001,1.374,1.079
0.857,-0.07,0.499,-8.789,14.893,-23.743,-2.225,-57.206,173.243,1.359,1.086
0.864,-0.096,0.46,-19.897,0.732,-30.212,-1.725,-57.047,172.293,1.398,1.12
0.879,-0.102,0.443,-21.118,3.479,-32.41,-1.247,-57.085,171.167,1.398,1.12
0.908,-0.096,0.464,-16.113,10.986,-29.724,-0.747,-57.047,170.013,1.381,1.128
0.915,-0.092,0.45,-15.503,16.479,-27.893,-0.264,-56.865,168.97,1.369,1.159
0.896,-0.082,0.485,-16.724,15.32,-27.222,0.159,-56.607,167.997,1.369,1.159
0.863,-0.062,0.514,-11.536,13.611,-26.123,0.555,-56.371,167.069,1.384,1.154
0.926,-0.124,0.381,-33.264,13.123,-28.076,0.895,-56.162,166.163,1.354,1.203
0.875,-0.073,0.424,-15.259,8.057,-29.053,1.038,-55.992,165.207,1.354,1.203
0.823,-0.146,0.431,-15.259,-20.203,-26.428,1.45,-56.041,164.251,1.347,1.228
0.828,-0.143,0.497,-17.944,-24.048,-26.062,1.802,-56.53,163.361,1.325,1.242
1.004,0.093,0.624,-29.907,-34.729,-35.645,2.131,-57.107,162.383,1.325,1.242
1.166,0.069,0.701,-11.719,-17.029,-40.405,2.697,-57.733,161.049,1.335,1.249
1.299,-0.126,0.749,-25.757,16.907,-30.212,3.516,-57.898,159.67,1.298,1.257
1.252,-0.141,0.772,-13.062,-3.723,-29.419,3.873,-57.662,158.67,1.298,1.257
1.27,-0.011,0.794,3.174,-1.892,-33.203,4.526,-57.711,157.637,1.296,1.264
1.205,0.04,0.816,13.062,2.686,-30.64,5.532,-57.7,156.539,1.296,1.264
0.997,0.089,0.693,14.954,-1.648,-23.987,6.575,-57.629,155.583,1.296,1.264
0.781,0.165,0.571,4.822,-2.258,-21.362,7.438,-57.629,154.819,1.276,1.293
0.634,0.235,0.495,1.282,3.479,-23.01,8.097,-57.596,154.105,1.186,1.264
0.613,0.23,0.42,-12.695,12.024,-29.785,8.723,-57.409,153.298,1.186,1.264
0.742,0.287,0.511,-22.949,14.709,-34.546,9.267,-57.063,152.287,1.203,1.262
0.811,0.3,0.554,-8.118,14.038,-32.104,9.827,-56.662,151.161,1.162,1.257
0.871,0.246,0.628,-8.362,18.25,-28.32,10.541,-56.25,150.134,1.162,1.257
0.849,0.198,0.656,-16.785,-7.08,-26.367,11.118,-55.904,149.211,1.016,1.247
0.816,0.224,0.607,-26.306,0.916,-24.109,11.558,-55.893,148.25,0.818,1.318
