0.927,0.258,0.862,-129.211,-125.305,-55.054,4.933,-61.771,166.152,7.01,6.215
0.796,0.16,0.729,-3.357,-68.237,-20.081,5.35,-63.55,164.323,7.095,6.215
0.887,0.124,0.75,4.089,39.429,-2.014,5.839,-63.704,163.932,7.095,6.215
0.906,0.156,0.756,13.977,13.733,-0.122,5.938,-63.062,164.163,7.095,6.184
0.889,0.146,0.663,13.672,2.869,-2.319,6.224,-62.776,164.295,7.022,6.169
0.84,0.181,0.607,9.155,37.537,-3.723,6.493,-62.254,164.394,7.022,6.169
0.794,0.167,0.521,19.348,47.058,-1.709,6.724,-61.304,164.597,6.956,6.191
0.729,0.121,0.438,20.813,48.035,0.732,6.987,-60.271,164.899,5.494,5.246
0.667,0.087,0.371,16.907,46.448,2.38,7.158,-59.271,165.262,5.494,5.246
0.609,0.075,0.322,24.78,44.922,5.188,7.317,-58.326,165.69,5.309,5.031
0.569,0.073,0.295,35.95,41.626,10.071,7.559,-57.469,166.234,5.309,5.031
0.542,0.078,0.283,40.222,36.316,14.648,7.833,-56.722,166.91,5.309,5.031
0.539,0.085,0.287,39.673,31.555,17.151,8.075,-56.107,167.673,5.309,5.031
0.572,0.098,0.31,38.025,28.198,17.517,8.278,-55.591,168.453,5.319,4.917
0.616,0.127,0.321,33.691,28.625,14.343,8.481,-55.113,169.151,5.319,4.917
0.717,0.191,0.322,46.204,28.198,9.033,8.91,-54.635,169.684,5.311,4.917
0.861,0.218,0.182,34.973,32.715,0.366,9.547,-54.119,169.964,5.311,4.917
0.904,0.231,0.235,11.963,10.62,-5.981,10.113,-53.795,169.904,5.311,4.917
0.884,0.233,0.245,8.911,12.573,-2.075,10.508,-53.696,169.722,5.389,4.87
0.882,0.214,0.392,10.559,5.676,-0.366,10.838,-53.663,169.601,5.516,4.868
0.837,0.179,0.444,-18.25,-8.911,-7.446,11.025,-53.828,169.327,5.516,4.868
0.848,0.163,0.52,-15.686,-6.775,-4.15,11.025,-54.091,168.959,5.73,4.895
0.898,0.087,0.533,-0.61,-5.005,4.211,11.019,-54.311,168.832,6.413,5.087
0.956,0.027,0.617,-26.245,-9.521,4.883,10.761,-54.569,168.876,6.413,5.087
0.982,0.028,0.657,-69.763,-25.635,-0.977,9.899,-54.998,168.81,6.413,5.087
1.022,0.129,0.653,-70.068,-12.207,3.784,8.597,-55.432,168.755,6.413,5.087
1.193,0.23,0.733,-22.461,14.771,23.132,7.339,-55.492,169.233,6.413,5.087
