1.411,0.11,0.925,-52.612,-42.603,-21.545,8.053,-62.65,152.798,6.12,5.238
1.182,0.039,0.85,-47.424,-44.067,-17.029,8.069,-63.397,151.688,6.12,5.238
1.071,-0.08,0.733,-15.869,-13.794,-9.094,8.069,-64.012,150.875,6.12,5.238
1.016,-0.12,0.691,10.986,44.128,0.183,8.108,-63.907,150.71,6.12,5.168
0.941,-0.15,0.649,5.493,54.016,4.7,7.899,-62.924,151.227,6.142,4.978
0.839,-0.115,0.678,-20.081,0.366,-3.357,7.449,-62.067,151.765,6.142,4.978
0.678,-0.052,0.576,-19.104,-14.648,-5.798,7.075,-62.067,151.787,6.135,4.627
0.62,-0.011,0.543,-29.907,22.522,-2.625,6.702,-62.089,151.771,6.135,4.627
0.637,0.001,0.498,-27.588,17.517,-2.38,5.982,-61.578,151.985,6.135,4.627
0.644,0.034,0.44,-15.015,13.977,1.709,5.356,-61.166,152.21,6.15,4.622
0.615,-0.107,0.267,-48.645,-45.898,-8.606,4.026,-62.611,156.456,6.15,4.356
0.738,-0.049,0.276,-41.016,-38.208,-5.188,3.274,-63.506,156.226,6.15,4.356
0.848,0.017,0.36,-18.982,-15.869,4.517,2.538,-64.182,156.253,6.15,4.356
0.897,0.019,0.358,18.677,-0.61,15.808,1.895,-64.451,156.753,6.128,4.356
0.894,-0.013,0.35,39.246,23.254,16.052,1.577,-64.38,157.637,6.128,4.356
0.883,-0.02,0.337,18.555,26.917,3.967,1.593,-63.935,158.373,6.086,3.759
0.959,0.016,0.367,-6.348,7.446,-5.31,1.659,-63.539,158.566,5.728,3.749
1.058,0.073,0.424,-21.423,-10.254,-7.202,1.615,-63.528,158.384,5.728,3.749
1.254,0.116,0.526,-10.864,-7.324,-4.211,1.478,-63.765,158.121,4.822,4.931
1.401,0.137,0.653,-5.127,5.127,-4.028,1.467,-63.891,157.934,4.822,4.919
1.29,0.162,0.711,-3.967,-2.93,-1.892,1.538,-63.864,157.769,4.822,4.919
1.324,0.18,0.803,31.433,-3.479,6.287,1.692,-63.946,157.736,4.822,4.919
1.597,0.255,0.922,49.133,27.649,11.169,2.17,-63.869,158.044,4.822,4.919
1.352,0.304,0.896,41.443,-10.132,14.771,2.697,-63.506,158.555,4.822,4.919
1.128,0.207,0.768,57.495,-16.968,14.465,3.159,-63.732,159.109,4.739,5.119
0.953,0.233,0.675,-23.01,-24.048,-10.986,3.752,-64.072,159.335,4.739,5.119
0.84,0.277,0.743,0,0.488,-5.554,3.994,-64.352,158.758,4.739,5.119
0.786,0.168,0.56,4.333,2.686,-7.263,4.417,-64.243,158.401,4.809,5.182
0.708,0.1,0.449,-24.841,34.424,-18.25,4.889,-63.929,157.912,5.575,5.472
0.64,0.086,0.38,-36.682,28.809,-24.414,5.153,-63.16,157.094,5.575,5.472
0.608,0.081,0.281,-49.255,-9.521,-27.344,5.394,-62.661,156.017,5.575,5.472
0.588,0.083,0.226,-59.631,-20.996,-28.625,5.598,-62.798,154.715,5.575,5.428
0.616,0.115,0.266,-53.467,-13.611,-23.865,5.707,-63.073,153.38,5.575,5.428
0.654,0.167,0.287,-24.719,-1.77,-8.85,5.751,-63.21,152.375,5.575,5.428
0.617,0.183,0.272,10.498,4.456,3.418,5.823,-63.171,152.018,5.433,5.501
0.61,0.173,0.242,60.669,20.325,18.005,6.158,-63.001,152.238,5.433,5.501
0.63,0.126,0.201,86.121,28.32,20.142,6.883,-62.595,152.985,4.407,5.606
0.616,0.085,0.151,66.528,21.851,15.503,7.85,-62.128,153.765,4.463,5.562
0.679,0.079,0.117,33.936,20.02,11.902,8.536,-61.787,154.319,4.463,5.562
0.767,0.095,0.127,38.513,27.039,14.954,8.811,-61.469,154.792,4.463,5.482
0.884,0.051,0.177,61.584,12.817,19.287,9.124,-61.161,155.407,4.463,5.482
0.979,0.008,0.183,34.912,2.991,14.954,9.624,-61.15,156.044,4.463,5.482
0.974,0.036,0.247,-6.714,-9.277,5.249,9.739,-61.337,156.407,4.551,5.482
1.01,0.099,0.346,-27.893,1.892,1.038,9.443,-61.628,156.407,5.672,4.551
1.172,0.154,0.471,-20.569,1.77,3.784,8.904,-61.738,156.374,5.672,4.551
1.337,0.193,0.616,-19.897,-3.296,4.333,8.416,-61.864,156.429,5.723,4.32
1.305,0.145,0.723,-36.743,-11.719,-0.305,7.927,-62.078,156.423,5.723,4.32
1.232,0.064,0.883,-57.19,-41.443,-7.446,7.344,-62.518,156.138,5.723,4.32
1.257,-0.013,0.989,-71.777,-96.069,-13.916,6.806,-63.611,155.402,5.723,4.32
1.45,-0.014,1.036,-94.971,-90.698,-20.813,6.394,-65.424,154.199,5.723,4.32
1.278,0.038,0.952,-106.995,-29.48,-23.804,5.762,-66.802,152.831,5.723,4.32
1.02,0.002,0.847,-30.029,12.817,-16.296,5.098,-67.039,151.76,5.772,4.139
0.916,-0.097,0.733,31.921,21.057,-4.15,5.317,-66.61,151.326,5.811,4.261
0.828,-0.154,0.611,-26.733,36.56,-17.7,5.801,-65.984,151.276,5.811,4.261
0.759,0.012,0.622,-24.109,31.921,3.113,5.554,-65.143,151.078,5.801,4.261
0.73,-0.029,0.522,23.865,5.432,20.447,4.785,-64.545,151.765,5.833,4.546
0.705,-0.037,0.415,58.289,27.161,31.738,4.323,-64.254,153.094,5.833,4.546
0.691,-0.049,0.368,85.144,45.837,37.659,4.07,-63.572,154.896,5.967,5.679
0.7,-0.044,0.268,82.642,25.085,36.926,4.076,-62.743,156.841,5.967,5.679
0.698,-0.084,0.184,64.026,6.592,32.227,4.109,-62.336,158.588,5.967,5.679
0.712,-0.081,0.176,39.917,1.526,28.137,3.884,-62.276,160.021,5.967,5.679
0.729,-0.078,0.25,22.339,-12.39,22.766,3.433,-62.424,161.213,5.974,5.679
0.695,-0.126,0.34,-3.906,-12.024,12.268,2.845,-62.704,162.059,5.974,5.679
0.629,-0.125,0.375,-24.841,-32.043,3.662,2.142,-63.166,162.504,6.108,5.672
0.579,-0.131,0.35,-18.555,-35.767,-0.916,1.533,-63.842,162.686,6.237,4.439
0.648,-0.155,0.313,-36.56,-20.996,-9.827,1.044,-64.391,162.614,6.237,4.439
0.723,-0.107,0.311,-55.42,-17.578,-16.296,0.478,-64.753,162.219,6.271,4.439
0.767,-0.052,0.293,-30.518,-7.629,-7.751,-0.066,-64.995,161.878,6.086,3.845
0.813,-0.016,0.214,2.808,9.521,3.906,-0.439,-64.973,161.988,6.086,3.845
0.857,-0.038,0.14,42.236,18.066,15.442,-0.538,-64.726,162.598,6.086,3.845
0.923,-0.044,0.143,42.236,20.264,14.282,-0.445,-64.402,163.405,6.081,3.893
0.96,-0.011,0.228,19.348,11.597,7.935,-0.406,-64.171,164.004,6.081,3.893
1.011,-0.022,0.326,8.911,-4.028,6.409,-0.516,-64.199,164.394,5.304,4.571
1.069,-0.026,0.441,-11.108,-12.695,0.122,-0.764,-64.462,164.597,4.875,4.904
1.165,0.022,0.518,-9.033,-6.226,-3.174,-0.972,-64.731,164.575,4.875,4.904
1.355,0.067,0.589,2.563,16.296,-8.545,-0.824,-64.693,164.323,4.734,5.068
1.456,0.145,0.662,19.836,21.79,-10.132,-0.209,-64.369,163.883,4.734,5.082
1.28,0.24,0.685,29.175,13.611,5.676,0.39,-64.067,163.746,4.734,5.082
1.361,0.306,0.78,85.327,-10.132,30.579,0.868,-64.067,164.493,4.734,5.082
1.396,0.224,0.901,85.144,-1.77,31.799,1.401,-64.21,165.795,4.729,5.146
1.117,0.048,0.84,28.32,-66.406,10.376,1.824,-64.885,166.586,4.729,5.146
0.941,0.096,0.769,-40.039,-74.402,-16.174,2.06,-66.237,166.212,4.729,5.146
0.83,0.153,0.764,5.371,-33.997,-7.812,2.472,-67.22,165.421,4.729,5.146
0.734,0.152,0.566,-17.456,34.912,-2.38,2.708,-67.088,165.092,4.729,5.146
0.715,0.136,0.493,-33.142,59.204,-4.822,2.395,-66.028,164.938,4.697,5.158
0.695,0.116,0.411,-36.865,53.833,-8.667,2.032,-64.786,164.636,4.868,5.177
0.71,0.136,0.344,-25.452,50.964,-5.981,1.791,-63.649,164.279,4.868,5.177
0.822,0.158,0.27,-18.982,-4.578,-7.141,1.741,-63.127,163.894,5.163,5.17
0.813,0.154,0.202,-38.635,-17.09,-14.221,1.78,-63.303,163.251,5.643,5.448
0.801,0.212,0.251,-30.212,-9.46,-9.155,1.774,-63.55,162.526,5.643,5.448
0.74,0.241,0.219,4.211,6.775,-2.258,1.972,-63.583,162.043,5.662,5.448
0.682,0.204,0.172,28.992,19.287,1.709,2.554,-63.353,161.79,5.64,5.458
0.697,0.19,0.176,41.992,17.456,3.601,3.389,-63.04,161.653,5.64,5.458
0.695,0.176,0.201,38.208,4.578,5.127,4.263,-62.897,161.559,5.521,5.487
0.698,0.137,0.173,26.733,15.381,1.77,5.01,-62.781,161.428,5.104,5.582
0.686,0.082,0.152,21.667,17.517,-3.113,5.713,-62.545,161.147,5.104,5.582
0.653,0.046,0.141,36.499,22.766,3.601,6.422,-62.254,160.961,4.585,5.553
0.725,0,0.186,45.349,15.564,9.399,7.086,-62.012,161.076,5.299,5.287
0.915,-0.012,0.252,23.56,-0.305,4.761,7.603,-62.007,161.197,5.299,5.287
1.067,-0.004,0.31,-0.61,-9.277,-2.808,7.899,-62.238,161.043,5.299,5.287
1.015,0.005,0.339,-7.69,2.686,-2.38,7.971,-62.424,160.785,5.299,5.289
1.045,0,0.398,1.953,26.062,5.432,7.795,-62.271,160.84,5.299,5.289
1.161,0.087,0.523,5.981,10.864,12.817,7.443,-62.045,161.252,5.336,5.289
1.226,0.197,0.642,-19.409,-8.85,10.498,6.877,-62.15,161.658,5.545,4.975
1.179,0.176,0.742,-32.166,-30.212,5.31,6.191,-62.622,161.796,5.545,4.975
